100318079,214328887
100318079,34428380
100318079,17116707
100318079,28465635
100318079,380580781
100318079,18996905
100318079,221036078
100318079,153460275
100318079,107830991
100318079,17868918
100318079,151338729
100318079,222261763
100318079,19705747
100318079,88323281
100318079,19933035
100318079,149538028
100318079,158419434
100318079,17434613
100318079,153226312
100318079,364971269
100318079,100581193
100318079,279787626
100318079,113058991
100318079,69592091
100318079,187773078
100318079,406628822
100318079,262802533
100318079,460282402
100318079,280935165
100318079,437804658
100318079,27633075
100318079,285312927
100318079,131613362
100318079,17675120
100318079,394263193
100318079,254839786
100318079,204317520
100318079,21548772
100318079,67864340
100318079,172883064
100318079,270449528
100318079,297801196
100318079,8088112
100318079,14925700
100318079,124528830
100318079,307458983
100318079,160237722
100318079,220368467
100318079,54228724
100318079,206923844
100318079,103598216
100318079,207594668
100318079,21146135
100318079,451250774
100318079,314316607
100318079,6581292
100318079,31331740
100318079,196327549
100318079,225444667
100318079,274153775
100318079,35415466
100318079,72818790
100318079,324201646
100318079,40981798
100318079,430268163
100318079,88097807
100318079,276308596
100318079,358775055
100318079,15023872
100318079,16870853
100318079,70492333
100318079,430313102
100318079,299715516
100318079,35359596
100318079,276577539
100318079,248883350
100318079,157829215
100318079,107511013
100318079,22462180
100318079,258140947
100318079,200559228
100318079,19493072
100318079,123371682
100318079,461410856
100318079,31414569
100318079,37699718
100318079,117901353
100318079,117674417
100318079,231238695
100318079,56860418
100318079,43003845
100318079,413275344
100318079,259842341
100318079,400689940
100318079,26929220
100318079,35148062
100318079,166214735
100318079,57490887
100318079,148519842
100318079,15150609
100318079,17759158
100318079,83943787
100318079,283306479
100318079,125120339
100318079,220068522
100318079,155661154
100318079,195475105
100318079,134940306
100318079,115221382
100318079,368018677
100318079,439788025
100318079,262340283
100318079,116498875
100318079,257236842
100318079,128721580
100318079,463952369
100318079,254610699
100318079,247741328
100318079,226629405
100318079,529007327
100318079,94621855
100318079,83417972
100318079,236184723
100318079,197504076
100318079,86221475
100318079,222411742
100318079,250178329
100318079,292598082
100318079,145845459
100318079,29911100
100318079,294752666
100318079,27077521
100318079,163238842
100318079,133055665
100318079,238201669
100318079,260769396
100318079,288485704
100318079,229425177
100318079,252770012
100318079,121533789
100318079,203338499
100318079,213777144
100318079,46209291
100318079,46831674
100318079,18951737
100318079,239144776
100318079,8163442
100318079,28019653
100318079,447688115
100318079,16503181
100318079,109740608
100318079,116036694
100318079,179138862
100318079,276706356
100318079,236143101
100318079,333161611
100318079,19358562
100318079,226165839
100318079,33612973
100318079,37270037
100318079,49104918
100318079,83032174
100318079,55033682
100318079,170460311
100318079,152388029
100318079,112939321
100318079,265077741
100318079,261447035
100318079,120599128
100318079,186212304
100318079,57828817
100318079,250340951
100318079,59588845
100318079,2367911
100318079,74107696
100318079,477094958
100318079,233248636
100318079,86799233
100318079,17627996
100318079,30971165
100318079,271602109
100318079,81446304
100318079,282206645
100318079,31317273
100318079,204140367
100318079,189875309
100318079,170167167
100318079,45333725
100318079,222090651
100318079,93224416
100318079,355823615
100318079,309782398
100318079,253091523
100318079,349413327
100318079,375317198
100318079,31246395
100318079,200884513
100318079,312284236
100318079,260705759
100318079,43640117
100318079,236026868
100318079,95260836
100318079,63941463
100318079,83155222
100318079,451493376
100318079,73738774
100318079,100052945
100318079,21272026
100318079,33806113
100318079,9695312
100318079,272173354
100318079,41472982
100318079,287915525
100318079,105259389
100318079,31457243
100318079,102765423
100318079,273149543
100318079,53222305
100318079,215787132
100318079,375228586
10146102,72680406
10146102,11259362
10146102,16216637
10146102,767809
10146102,30690708
10146102,5992502
10146102,17859804
10146102,83876527
10146102,19681661
10146102,15465769
10146102,22689667
10146102,195409031
10146102,57261575
10146102,4126501
10146102,22558481
10146102,18109441
10146102,60607157
10146102,25615305
10146102,16877939
10146102,21734241
10146102,46073276
10146102,166002579
10146102,6463042
10146102,96770886
10146102,7712232
10146102,99211591
10146102,23930272
10146102,37977732
10146102,16858804
10146102,44436825
10146102,28359405
10146102,9973842
10146102,451331227
10146102,55113
10146102,124746917
10146102,41048052
10146102,14677919
10146102,203827751
10146102,10075442
10146102,17342842
10146102,17477343
10146102,56318573
10146102,111615736
10146102,83529586
10146102,9503302
10146102,5533902
10146102,14551276
10146102,17870886
10146102,98976495
10146102,22200888
10146102,88974843
10146102,16967011
10146102,171145913
10146102,163937752
10146102,21742517
10146102,113415132
10146102,79797834
10146102,18758940
10146102,138549366
10146102,19230869
10146102,84111527
10146102,50944856
10146102,117998529
10146102,23150071
10146102,14169740
10146102,38718720
10146102,93906304
10146102,6127252
10146102,20757640
10146102,17902348
10146102,59557446
10146102,27703441
10146102,23484510
10146102,792998
10146102,18344173
10146102,20583098
10146102,55019225
10146102,2705
10146102,557196973
10146102,23483324
10146102,21074641
10146102,52073562
10146102,30486243
10146102,174118650
10146102,25835874
10146102,17293897
10146102,349256925
10146102,258681133
10146102,454423088
10146102,22879382
10146102,155613846
10146102,35476618
10146102,137355085
10146102,30204310
10146102,291476217
101859065,236575672
101859065,82030021
101859065,17037417
101859065,28149277
101859065,111164068
101859065,29514951
101859065,94918917
101859065,131601987
101859065,159629146
101859065,90722891
101859065,90779436
101859065,22784458
101859065,191620115
101859065,15999863
101859065,146556805
101859065,118811608
101859065,95980722
101859065,104155395
101859065,51477206
101859065,101903164
101859065,14683518
101859065,34805698
101859065,176872879
101903164,28144741
101903164,37876253
101903164,293353298
101903164,14683518
101903164,239257866
101903164,14876672
101903164,486930916
101903164,29514951
101903164,101859065
101903164,263907906
101903164,15999863
101903164,176872879
101903164,23152989
101903164,345707398
102765423,203623462
102765423,61065794
102765423,301695120
102765423,102364313
102765423,211670208
102765423,37008705
102765423,112819301
102765423,352035443
102765423,250849104
102765423,21146135
102765423,19153742
102765423,161788974
102765423,147946019
102765423,54581743
102765423,235163686
102765423,22440364
102765423,54611487
102765423,34507480
102765423,243836182
102765423,164422299
102765423,27772095
102765423,22592948
102765423,328158079
102765423,143838260
102765423,58309829
102765423,135268094
102765423,222802532
102765423,23375688
102765423,25970331
102765423,19383317
102765423,230505689
102765423,100318079
102765423,70492333
102765423,206416476
102765423,15460081
102765423,20271494
102765423,169504184
102765423,16824090
102765423,115525090
102765423,29654458
102765423,26649453
102765423,14425825
102765423,421412483
102765423,243227325
102765423,240944206
102765423,63808966
102765423,16895295
102765423,243273954
102765423,226516599
102765423,163274846
102765423,111990504
102765423,408060505
102765423,309765553
102765423,27090278
102765423,225488317
102765423,148081553
102765423,197090502
102765423,69373005
102765423,48504743
102765423,302936475
102765423,480595611
102765423,40968863
102765423,34270956
102765423,2883841
102765423,325054079
102765423,126470482
102765423,181288376
102765423,250988604
102765423,171704225
102765423,158526208
102765423,192023970
102765423,339373057
102765423,193593048
102765423,176222605
102765423,244719623
102765423,335678635
102765423,79817691
102765423,109698612
102765423,208105146
102765423,25592034
102765423,120599128
102765423,333011515
102765423,258490941
102765423,342221618
102903198,32032000
102903198,19507713
102903198,16583672
102903198,35918787
102903198,20803125
102903198,311776211
102903198,16079941
102903198,7861312
102903198,7860742
102903198,9955652
102903198,462541005
102903198,20747741
102903198,17047105
102903198,23559552
102903198,20106852
102903198,51246108
102903198,20637608
102903198,434725454
102903198,18927441
102903198,18666844
102903198,15666380
102903198,365014160
102903198,21158690
102903198,15271920
102903198,16786977
102903198,373018050
102903198,369586333
102903198,96747353
102903198,16799897
102903198,51162310
102903198,18130749
102903198,317846921
102903198,130897520
102903198,363426409
102903198,438460947
102903198,58714972
102903198,16663695
102903198,47799910
102903198,31808762
102903198,14888584
102903198,315338495
102903198,352226153
102903198,300599613
102903198,16909832
102903198,167744987
102903198,362286999
102903198,126099878
102903198,422066630
102903198,191638793
102903198,16038438
102903198,390811153
102903198,794186
102903198,394216985
102903198,17105214
102903198,126042901
102903198,7384432
102903198,95820486
102903198,62050341
102903198,15343773
102903198,19049747
102903198,167010482
102903198,60101131
102903198,299715714
102903198,7079062
102903198,88501703
102903198,18069427
102903198,405323682
102903198,404376053
102903198,193059216
102903198,20747847
102903198,7377812
102903198,172959279
102903198,15439395
102903198,14824849
102903198,110481357
102903198,212018296
102903198,15661871
102903198,17092862
102903198,224809136
102903198,223247584
102903198,14111650
102903198,14589257
102903198,310087940
102903198,18501326
102903198,243058696
102903198,18781900
102903198,306472866
102903198,344334227
102903198,7453822
102903198,357268791
102903198,8207762
102903198,308324295
102903198,16894839
102903198,280725732
102903198,26841335
102903198,16218063
102903198,467658266
102903198,8715652
102903198,116511302
102903198,33087222
102903198,40791597
102903198,17158189
102903198,18445879
102903198,19415126
102903198,25495625
102903198,4893411
102903198,7081402
102903198,143244854
102903198,23691649
102903198,337131276
102903198,127569781
102903198,20661527
102903198,14464369
102903198,14424667
102903198,15643370
102903198,22643137
102903198,46241448
102903198,22857385
102903198,16150457
102903198,15913
102903198,28521141
102903198,18602163
102903198,43662236
102903198,40340464
102903198,351671009
102903198,10350
102903198,24591819
102903198,59877557
102903198,179278975
102903198,15029953
102903198,114563370
102903198,15575251
102903198,123678437
102903198,18849313
102903198,16908436
102903198,18488495
102903198,18125335
102903198,9199472
102903198,14311802
102903198,756379
102903198,14412605
102903198,520027894
102903198,15665127
102903198,1183041
102903198,15758036
102903198,19521118
102903198,18444530
102903198,87759396
102903198,28202547
102903198,14165096
102903198,1065921
102903198,20273398
